date,day_idx,incoming_code,victim_code,replacement_type,old_score,new_score,score_difference,margin,margin_satisfied,decision
2015-03-20,53,US.ADI,US.FTNT,OBSERVATION_EVICT,42.65,92.5,49.85,10.0,True,REPLACE
2015-04-10,67,US.ISRG,US.WDAY,OBSERVATION_EVICT,49.55,100.0,50.45,10.0,True,REPLACE
2015-04-10,67,US.DXCM,US.VRSK,OBSERVATION_EVICT,51.14,100.0,48.86,10.0,True,REPLACE
2015-04-16,71,US.NFLX,US.GILD,OBSERVATION_EVICT,40.18,100.0,59.82,10.0,True,REPLACE
2015-04-21,74,US.PCAR,US.MELI,OBSERVATION_EVICT,46.69,100.0,53.31,10.0,True,REPLACE
2015-04-21,74,US.PANW,US.AMZN,OBSERVATION_EVICT,48.87,98.84,49.97,10.0,True,REPLACE
2015-04-24,77,US.MSFT,US.PANW,WEAK_FULL_EVICT,98.84,100.0,1.16,10.0,False,KEEP
2015-04-27,78,US.AAPL,US.PANW,WEAK_FULL_EVICT,98.84,96.25,-2.59,10.0,False,KEEP
2015-05-14,91,US.ADBE,US.CTAS,OBSERVATION_EVICT,43.26,100.0,56.74,10.0,True,REPLACE
2015-05-14,91,US.HON,US.EA,OBSERVATION_EVICT,47.55,85.36,37.81,10.0,True,REPLACE
2015-05-20,95,US.ADI,US.CTAS,OBSERVATION_EVICT,48.79,100.0,51.21,10.0,True,REPLACE
2015-05-21,96,US.TMUS,US.HON,WEAK_FULL_EVICT,85.36,89.58,4.22,10.0,False,KEEP
2015-05-27,99,US.AVGO,US.PANW,OBSERVATION_EVICT,45.29,100.0,54.71,10.0,True,REPLACE
2015-07-07,127,US.AEP,US.AMAT,OBSERVATION_EVICT,44.89,100.0,55.11,10.0,True,REPLACE
2015-07-07,127,US.XEL,US.QCOM,OBSERVATION_EVICT,50.96,100.0,49.04,10.0,True,REPLACE
2015-07-13,131,US.AMZN,US.CMCSA,WEAK_FULL_EVICT,91.5,100.0,8.5,10.0,False,KEEP
2015-07-14,132,US.AMZN,US.CMCSA,WEAK_FULL_EVICT,91.5,91.4,-0.1,10.0,False,KEEP
2015-07-16,134,US.INTU,US.CMCSA,WEAK_FULL_EVICT,91.5,93.89,2.39,10.0,False,KEEP
2015-07-17,135,US.META,US.CMCSA,WEAK_FULL_EVICT,91.5,100.0,8.5,10.0,False,KEEP
2015-07-20,136,US.AAPL,US.CMCSA,WEAK_FULL_EVICT,91.5,100.0,8.5,10.0,False,KEEP
2015-07-22,138,US.MNST,US.CMCSA,WEAK_FULL_EVICT,91.5,100.0,8.5,10.0,False,KEEP
2015-07-23,139,US.PANW,US.CMCSA,WEAK_FULL_EVICT,91.5,81.67,-9.83,10.0,False,KEEP
2015-07-24,140,US.AMZN,US.CMCSA,WEAK_FULL_EVICT,91.5,100.0,8.5,10.0,False,KEEP
2015-07-28,142,US.AMGN,US.CMCSA,WEAK_FULL_EVICT,91.5,100.0,8.5,10.0,False,KEEP
2015-07-29,143,US.VRSK,US.CMCSA,WEAK_FULL_EVICT,91.5,100.0,8.5,10.0,False,KEEP
2015-07-31,145,US.TMUS,US.CMCSA,WEAK_FULL_EVICT,91.5,91.18,-0.32,10.0,False,KEEP
2015-08-04,147,US.BKNG,US.CMCSA,WEAK_FULL_EVICT,91.5,82.31,-9.19,10.0,False,KEEP
2015-08-05,148,US.BKNG,US.CMCSA,WEAK_FULL_EVICT,91.5,100.0,8.5,10.0,False,KEEP
2015-08-10,151,US.TXN,US.XEL,OBSERVATION_EVICT,45.27,88.92,43.65,10.0,True,REPLACE
2015-10-08,193,US.MDLZ,US.COST,OBSERVATION_EVICT,43.17,88.4,45.23,10.0,True,REPLACE
2015-10-09,194,US.COST,US.XEL,OBSERVATION_EVICT,51.09,91.12,40.03,10.0,True,REPLACE
2015-10-14,197,US.ON,US.AEP,OBSERVATION_EVICT,53.9,89.9,36.0,10.0,True,REPLACE
2015-10-16,199,US.ADBE,US.ADP,WEAK_FULL_EVICT,80.05,84.16,4.11,10.0,False,KEEP
2015-10-19,200,US.BKNG,US.ADP,WEAK_FULL_EVICT,80.05,83.65,3.6,10.0,False,KEEP
2015-10-21,202,US.KLAC,US.ADP,WEAK_FULL_EVICT,80.05,100.0,19.95,10.0,True,REPLACE
2015-10-22,203,US.TXN,US.TTWO,WEAK_FULL_EVICT,82.97,100.0,17.03,10.0,True,REPLACE
2015-10-22,203,US.INTU,US.PEP,WEAK_FULL_EVICT,87.75,92.37,4.62,10.0,False,KEEP
2015-10-23,204,US.AMZN,US.PEP,WEAK_FULL_EVICT,87.75,100.0,12.25,10.0,True,REPLACE
2015-10-23,204,US.META,US.NVDA,WEAK_FULL_EVICT,89.77,100.0,10.23,10.0,True,REPLACE
2015-10-23,204,US.GOOG,US.ON,WEAK_FULL_EVICT,89.9,100.0,10.1,10.0,True,REPLACE
2015-10-23,204,US.ALGN,US.COST,WEAK_FULL_EVICT,91.12,100.0,8.88,10.0,False,KEEP
2015-10-26,205,US.BKNG,US.COST,WEAK_FULL_EVICT,91.12,80.88,-10.24,10.0,False,KEEP
2015-10-27,206,US.REGN,US.COST,WEAK_FULL_EVICT,91.12,86.94,-4.18,10.0,False,KEEP
2015-10-29,208,US.ORLY,US.COST,WEAK_FULL_EVICT,91.12,100.0,8.88,10.0,False,KEEP
2015-11-02,210,US.FAST,US.BKNG,WEAK_FULL_EVICT,85.81,99.5,13.69,10.0,True,REPLACE
2015-11-03,211,US.AMD,US.COST,WEAK_FULL_EVICT,91.12,88.95,-2.17,10.0,False,KEEP
2015-11-05,213,US.MELI,US.COST,WEAK_FULL_EVICT,91.12,100.0,8.88,10.0,False,KEEP
2015-11-06,214,US.MNST,US.FAST,WEAK_FULL_EVICT,99.5,100.0,0.5,10.0,False,KEEP
2015-11-20,224,US.INTU,US.NFLX,OBSERVATION_EVICT,51.44,100.0,48.56,10.0,True,REPLACE
2015-11-20,224,US.ISRG,US.VRTX,WEAK_FULL_EVICT,89.58,93.06,3.48,10.0,False,KEEP
2015-11-23,225,US.MELI,US.VRTX,WEAK_FULL_EVICT,89.58,81.67,-7.91,10.0,False,KEEP
2015-11-24,226,US.CPRT,US.VRTX,WEAK_FULL_EVICT,89.58,100.0,10.42,10.0,True,REPLACE
2016-02-19,284,US.AMAT,US.HON,OBSERVATION_EVICT,43.89,87.4,43.51,10.0,True,REPLACE
2016-02-22,285,US.QCOM,US.CSCO,OBSERVATION_EVICT,45.41,83.4,37.99,10.0,True,REPLACE
2016-02-25,288,US.CPRT,US.PAYX,OBSERVATION_EVICT,48.37,100.0,51.63,10.0,True,REPLACE
2016-03-01,291,US.WDAY,US.PCAR,OBSERVATION_EVICT,49.66,100.0,50.34,10.0,True,REPLACE
2016-03-01,291,US.FAST,US.ISRG,OBSERVATION_EVICT,53.3,85.67,32.37,10.0,True,REPLACE
2016-03-03,293,US.VRSK,US.EXC,OBSERVATION_EVICT,58.97,86.86,27.89,10.0,True,REPLACE
2016-03-04,294,US.AVGO,US.QCOM,WEAK_FULL_EVICT,83.4,100.0,16.6,10.0,True,REPLACE
2016-03-14,300,US.AMD,US.FAST,WEAK_FULL_EVICT,85.67,100.0,14.33,10.0,True,REPLACE
2016-03-14,300,US.ISRG,US.VRSK,WEAK_FULL_EVICT,86.86,82.2,-4.66,10.0,False,KEEP
2016-03-17,303,US.FAST,US.VRSK,WEAK_FULL_EVICT,86.86,100.0,13.14,10.0,True,REPLACE
2016-03-17,303,US.PAYX,US.AMAT,WEAK_FULL_EVICT,87.4,94.09,6.69,10.0,False,KEEP
2016-03-18,304,US.ADBE,US.AMAT,WEAK_FULL_EVICT,87.4,100.0,12.6,10.0,True,REPLACE
2016-03-18,304,US.ADI,US.AEP,WEAK_FULL_EVICT,91.18,87.35,-3.83,10.0,False,KEEP
2016-03-29,310,US.ON,US.META,OBSERVATION_EVICT,47.27,100.0,52.73,10.0,True,REPLACE
2016-03-29,310,US.LRCX,US.AEP,WEAK_FULL_EVICT,91.18,92.13,0.95,10.0,False,KEEP
2016-03-30,311,US.TXN,US.AEP,WEAK_FULL_EVICT,91.18,93.85,2.67,10.0,False,KEEP
2016-04-01,313,US.SNPS,US.AEP,WEAK_FULL_EVICT,91.18,81.76,-9.42,10.0,False,KEEP
2016-04-04,314,US.ISRG,US.AEP,WEAK_FULL_EVICT,91.18,100.0,8.82,10.0,False,KEEP
2016-04-05,315,US.MRVL,US.AEP,WEAK_FULL_EVICT,91.18,100.0,8.82,10.0,False,KEEP
2016-04-06,316,US.REGN,US.AEP,WEAK_FULL_EVICT,91.18,92.03,0.85,10.0,False,KEEP
2016-04-08,318,US.PEP,US.AEP,WEAK_FULL_EVICT,91.18,91.87,0.69,10.0,False,KEEP
2016-04-13,321,US.MELI,US.NFLX,OBSERVATION_EVICT,44.5,91.5,47.0,10.0,True,REPLACE
2016-04-13,321,US.AMZN,US.AEP,WEAK_FULL_EVICT,91.18,86.9,-4.28,10.0,False,KEEP
2016-04-20,326,US.ISRG,US.AEP,WEAK_FULL_EVICT,91.18,100.0,8.82,10.0,False,KEEP
2016-04-22,328,US.AMD,US.GILD,OBSERVATION_EVICT,59.9,100.0,40.1,10.0,True,REPLACE
2016-04-26,330,US.PCAR,US.AEP,WEAK_FULL_EVICT,91.18,100.0,8.82,10.0,False,KEEP
2016-04-27,331,US.PCAR,US.AEP,WEAK_FULL_EVICT,91.18,91.72,0.54,10.0,False,KEEP
2016-04-29,333,US.IDXX,US.META,OBSERVATION_EVICT,45.04,100.0,54.96,10.0,True,REPLACE
2016-04-29,333,US.MNST,US.MELI,WEAK_FULL_EVICT,91.5,100.0,8.5,10.0,False,KEEP
2016-05-11,341,US.EA,US.MELI,WEAK_FULL_EVICT,91.5,100.0,8.5,10.0,False,KEEP
2016-05-13,343,US.NVDA,US.MELI,WEAK_FULL_EVICT,91.5,100.0,8.5,10.0,False,KEEP
2016-05-24,350,US.ADBE,US.CDNS,WEAK_FULL_EVICT,87.12,100.0,12.88,10.0,True,REPLACE
2016-05-24,350,US.INTU,US.MELI,WEAK_FULL_EVICT,91.5,100.0,8.5,10.0,False,KEEP
2016-05-25,351,US.AAPL,US.MELI,WEAK_FULL_EVICT,91.5,84.51,-6.99,10.0,False,KEEP
2016-05-26,352,US.CPRT,US.MELI,WEAK_FULL_EVICT,91.5,100.0,8.5,10.0,False,KEEP
2016-05-27,353,US.LRCX,US.MELI,WEAK_FULL_EVICT,91.5,100.0,8.5,10.0,False,KEEP
2016-05-31,354,US.VRTX,US.MELI,WEAK_FULL_EVICT,91.5,89.22,-2.28,10.0,False,KEEP
2016-06-02,356,US.DXCM,US.MELI,WEAK_FULL_EVICT,91.5,88.54,-2.96,10.0,False,KEEP
2016-06-03,357,US.AVGO,US.MELI,WEAK_FULL_EVICT,91.5,100.0,8.5,10.0,False,KEEP
2016-06-06,358,US.WDAY,US.MELI,WEAK_FULL_EVICT,91.5,82.19,-9.31,10.0,False,KEEP
2016-06-08,360,US.DXCM,US.MELI,WEAK_FULL_EVICT,91.5,100.0,8.5,10.0,False,KEEP
2016-06-09,361,US.AEP,US.MELI,WEAK_FULL_EVICT,91.5,86.94,-4.56,10.0,False,KEEP
2016-06-17,367,US.AMD,US.XEL,OBSERVATION_EVICT,51.29,100.0,48.71,10.0,True,REPLACE
2016-06-20,368,US.DXCM,US.COST,OBSERVATION_EVICT,52.38,92.18,39.8,10.0,True,REPLACE
2016-06-20,368,US.ADP,US.MELI,WEAK_FULL_EVICT,91.5,86.17,-5.33,10.0,False,KEEP
2016-06-23,371,US.MU,US.MELI,WEAK_FULL_EVICT,91.5,100.0,8.5,10.0,False,KEEP
2016-06-30,376,US.INTU,US.XEL,OBSERVATION_EVICT,54.05,100.0,45.95,10.0,True,REPLACE
2016-06-30,376,US.ADP,US.ORLY,OBSERVATION_EVICT,56.75,100.0,43.25,10.0,True,REPLACE
2016-06-30,376,US.PAYX,US.MELI,WEAK_FULL_EVICT,91.5,100.0,8.5,10.0,False,KEEP
2016-07-07,380,US.COST,US.MELI,WEAK_FULL_EVICT,91.5,100.0,8.5,10.0,False,KEEP
2016-07-08,381,US.ROST,US.MELI,WEAK_FULL_EVICT,91.5,92.76,1.26,10.0,False,KEEP
2016-07-18,387,US.GOOGL,US.MELI,WEAK_FULL_EVICT,91.5,100.0,8.5,10.0,False,KEEP
2016-07-19,388,US.DXCM,US.MELI,WEAK_FULL_EVICT,91.5,80.98,-10.52,10.0,False,KEEP
2016-07-20,389,US.MSFT,US.MELI,WEAK_FULL_EVICT,91.5,100.0,8.5,10.0,False,KEEP
2016-07-21,390,US.QCOM,US.MELI,WEAK_FULL_EVICT,91.5,100.0,8.5,10.0,False,KEEP
2016-07-22,391,US.EXC,US.MELI,WEAK_FULL_EVICT,91.5,99.65,8.15,10.0,False,KEEP
2016-07-25,392,US.AMD,US.MELI,WEAK_FULL_EVICT,91.5,100.0,8.5,10.0,False,KEEP
2016-07-26,393,US.ADI,US.MELI,WEAK_FULL_EVICT,91.5,100.0,8.5,10.0,False,KEEP
2016-07-27,394,US.AAPL,US.MELI,WEAK_FULL_EVICT,91.5,100.0,8.5,10.0,False,KEEP
2016-07-28,395,US.ORLY,US.MELI,WEAK_FULL_EVICT,91.5,81.88,-9.62,10.0,False,KEEP
2016-07-29,396,US.GOOG,US.MELI,WEAK_FULL_EVICT,91.5,100.0,8.5,10.0,False,KEEP
2016-08-01,397,US.AAPL,US.MELI,WEAK_FULL_EVICT,91.5,89.73,-1.77,10.0,False,KEEP
2016-08-03,399,US.ALGN,US.MELI,WEAK_FULL_EVICT,91.5,87.47,-4.03,10.0,False,KEEP
2016-08-05,401,US.BKNG,US.MELI,WEAK_FULL_EVICT,91.5,100.0,8.5,10.0,False,KEEP
2016-08-10,404,US.ADBE,US.MELI,WEAK_FULL_EVICT,91.5,98.91,7.41,10.0,False,KEEP
2016-08-15,407,US.MU,US.ROST,WEAK_FULL_EVICT,82.04,100.0,17.96,10.0,True,REPLACE
2016-08-15,407,US.AVGO,US.MELI,WEAK_FULL_EVICT,91.5,85.87,-5.63,10.0,False,KEEP
2016-08-18,410,US.CPRT,US.MELI,WEAK_FULL_EVICT,91.5,85.0,-6.5,10.0,False,KEEP
2016-08-19,411,US.AMD,US.MELI,WEAK_FULL_EVICT,91.5,100.0,8.5,10.0,False,KEEP
2016-08-23,413,US.PANW,US.MELI,WEAK_FULL_EVICT,91.5,84.86,-6.64,10.0,False,KEEP
2016-08-29,417,US.TTWO,US.MELI,WEAK_FULL_EVICT,91.5,100.0,8.5,10.0,False,KEEP
2016-08-30,418,US.MDLZ,US.MELI,WEAK_FULL_EVICT,91.5,100.0,8.5,10.0,False,KEEP
2016-09-01,420,US.WDAY,US.MELI,WEAK_FULL_EVICT,91.5,89.69,-1.81,10.0,False,KEEP
2016-09-06,422,US.AMZN,US.MELI,WEAK_FULL_EVICT,91.5,100.0,8.5,10.0,False,KEEP
2016-09-21,433,US.ADBE,US.AAPL,WEAK_FULL_EVICT,85.17,100.0,14.83,10.0,True,REPLACE
2016-09-21,433,US.TEAM,US.MELI,WEAK_FULL_EVICT,91.5,81.12,-10.38,10.0,False,KEEP
2016-09-22,434,US.AMZN,US.MELI,WEAK_FULL_EVICT,91.5,100.0,8.5,10.0,False,KEEP
2016-09-27,437,US.AMZN,US.MELI,WEAK_FULL_EVICT,91.5,86.44,-5.06,10.0,False,KEEP
2016-09-28,438,US.AMZN,US.MELI,WEAK_FULL_EVICT,91.5,100.0,8.5,10.0,False,KEEP
2016-09-29,439,US.NXPI,US.MELI,WEAK_FULL_EVICT,91.5,100.0,8.5,10.0,False,KEEP
2016-09-30,440,US.NXPI,US.MELI,WEAK_FULL_EVICT,91.5,100.0,8.5,10.0,False,KEEP
2016-10-03,441,US.NFLX,US.MELI,WEAK_FULL_EVICT,91.5,94.41,2.91,10.0,False,KEEP
2016-10-06,444,US.LRCX,US.MELI,WEAK_FULL_EVICT,91.5,100.0,8.5,10.0,False,KEEP
2016-10-10,446,US.CDNS,US.MELI,WEAK_FULL_EVICT,91.5,100.0,8.5,10.0,False,KEEP
2016-10-21,455,US.META,US.GOOG,OBSERVATION_EVICT,53.13,89.55,36.42,10.0,True,REPLACE
2016-10-24,456,US.TMUS,US.META,WEAK_FULL_EVICT,89.55,100.0,10.45,10.0,True,REPLACE
2016-10-24,456,US.GOOG,US.NVDA,WEAK_FULL_EVICT,97.47,89.98,-7.49,10.0,False,KEEP
2016-10-25,457,US.AMD,US.NVDA,WEAK_FULL_EVICT,97.47,98.17,0.7,10.0,False,KEEP
2016-10-31,461,US.AEP,US.IDXX,OBSERVATION_EVICT,45.92,87.35,41.43,10.0,True,REPLACE
2016-11-09,468,US.GILD,US.HON,OBSERVATION_EVICT,48.89,100.0,51.11,10.0,True,REPLACE
2016-11-09,468,US.VRTX,US.NVDA,WEAK_FULL_EVICT,97.47,100.0,2.53,10.0,False,KEEP
2016-11-15,472,US.KLAC,US.REGN,WEAK_FULL_EVICT,87.96,99.41,11.45,10.0,True,REPLACE
2016-11-15,472,US.ADI,US.FAST,WEAK_FULL_EVICT,91.8,98.12,6.32,10.0,False,KEEP
2016-11-16,473,US.SBUX,US.FAST,WEAK_FULL_EVICT,91.8,81.17,-10.63,10.0,False,KEEP
2016-11-17,474,US.LRCX,US.FAST,WEAK_FULL_EVICT,91.8,100.0,8.2,10.0,False,KEEP
2016-11-18,475,US.MRVL,US.FAST,WEAK_FULL_EVICT,91.8,100.0,8.2,10.0,False,KEEP
2016-11-21,476,US.ADI,US.FAST,WEAK_FULL_EVICT,91.8,95.45,3.65,10.0,False,KEEP
2016-11-22,477,US.ADI,US.FAST,WEAK_FULL_EVICT,91.8,100.0,8.2,10.0,False,KEEP
2016-11-23,478,US.ON,US.FAST,WEAK_FULL_EVICT,91.8,100.0,8.2,10.0,False,KEEP
2016-11-29,481,US.PAYX,US.FAST,WEAK_FULL_EVICT,91.8,100.0,8.2,10.0,False,KEEP
2016-11-30,482,US.FANG,US.FAST,WEAK_FULL_EVICT,91.8,100.0,8.2,10.0,False,KEEP
2016-12-07,487,US.HON,US.CTAS,WEAK_FULL_EVICT,86.97,100.0,13.03,10.0,True,REPLACE
2016-12-07,487,US.SPY,US.FAST,WEAK_FULL_EVICT,91.8,100.0,8.2,10.0,False,KEEP
2016-12-08,488,US.COST,US.FAST,WEAK_FULL_EVICT,91.8,100.0,8.2,10.0,False,KEEP
2016-12-09,489,US.AAPL,US.EXC,WEAK_FULL_EVICT,89.93,85.37,-4.56,10.0,False,KEEP
2016-12-15,493,US.MDLZ,US.EXC,WEAK_FULL_EVICT,89.93,100.0,10.07,10.0,True,REPLACE
2016-12-15,493,US.ON,US.FAST,WEAK_FULL_EVICT,91.8,80.23,-11.57,10.0,False,KEEP
2016-12-19,495,US.ASML,US.FAST,WEAK_FULL_EVICT,91.8,100.0,8.2,10.0,False,KEEP
2016-12-20,496,US.TSLA,US.FAST,WEAK_FULL_EVICT,91.8,83.84,-7.96,10.0,False,KEEP
2016-12-27,500,US.TSLA,US.FAST,WEAK_FULL_EVICT,91.8,100.0,8.2,10.0,False,KEEP
2017-01-06,507,US.AMZN,US.FAST,WEAK_FULL_EVICT,91.8,97.82,6.02,10.0,False,KEEP
2017-01-09,508,US.VRTX,US.FAST,WEAK_FULL_EVICT,91.8,100.0,8.2,10.0,False,KEEP
2017-01-10,509,US.ISRG,US.FAST,WEAK_FULL_EVICT,91.8,95.49,3.69,10.0,False,KEEP
2017-01-11,510,US.WDAY,US.FAST,WEAK_FULL_EVICT,91.8,100.0,8.2,10.0,False,KEEP
2017-01-12,511,US.TEAM,US.FAST,WEAK_FULL_EVICT,91.8,96.89,5.09,10.0,False,KEEP
2017-01-13,512,US.DXCM,US.FAST,WEAK_FULL_EVICT,91.8,100.0,8.2,10.0,False,KEEP
2017-01-19,515,US.NFLX,US.TEAM,OBSERVATION_EVICT,53.28,89.33,36.05,10.0,True,REPLACE
2017-01-19,515,US.PANW,US.NFLX,WEAK_FULL_EVICT,89.33,80.09,-9.24,10.0,False,KEEP
2017-01-20,516,US.AVGO,US.NFLX,WEAK_FULL_EVICT,89.33,100.0,10.67,10.0,True,REPLACE
2017-01-20,516,US.TEAM,US.FAST,WEAK_FULL_EVICT,91.8,80.01,-11.79,10.0,False,KEEP
2017-01-23,517,US.GOOGL,US.FAST,WEAK_FULL_EVICT,91.8,96.67,4.87,10.0,False,KEEP
2017-01-24,518,US.SNPS,US.FAST,WEAK_FULL_EVICT,91.8,100.0,8.2,10.0,False,KEEP
2017-01-25,519,US.MRVL,US.FAST,WEAK_FULL_EVICT,91.8,100.0,8.2,10.0,False,KEEP
2017-01-27,521,US.MSFT,US.FAST,WEAK_FULL_EVICT,91.8,100.0,8.2,10.0,False,KEEP
2017-02-02,525,US.SNPS,US.FAST,WEAK_FULL_EVICT,91.8,100.0,8.2,10.0,False,KEEP
2017-02-03,526,US.FTNT,US.FAST,WEAK_FULL_EVICT,91.8,100.0,8.2,10.0,False,KEEP
2017-02-06,527,US.AMD,US.FAST,WEAK_FULL_EVICT,91.8,100.0,8.2,10.0,False,KEEP
2017-02-08,529,US.NXPI,US.FAST,WEAK_FULL_EVICT,91.8,89.16,-2.64,10.0,False,KEEP
2017-02-09,530,US.PANW,US.FAST,WEAK_FULL_EVICT,91.8,100.0,8.2,10.0,False,KEEP
2017-02-10,531,US.BKNG,US.FAST,WEAK_FULL_EVICT,91.8,100.0,8.2,10.0,False,KEEP
2017-02-13,532,US.ON,US.FAST,WEAK_FULL_EVICT,91.8,100.0,8.2,10.0,False,KEEP
2017-02-14,533,US.CSCO,US.FAST,WEAK_FULL_EVICT,91.8,88.5,-3.3,10.0,False,KEEP
2017-02-15,534,US.ADI,US.FAST,WEAK_FULL_EVICT,91.8,100.0,8.2,10.0,False,KEEP
