date,code,side,qty,price,pnl,reason,strategy,entry_date,fee,regime_at_entry,replacement_to,replacement_score_delta,replacement_type,replacement_stability_score,holding_days
2020-10-29,US.ALGN,SELL,12,430.5685,-277.1,STOP_LOSS,atr_breakout,2020-10-22,10.61,,,,,,7
2020-10-29,US.AEP,SELL,54,72.93570382695,-211.23,STOP_LOSS,atr_breakout,2020-10-26,8.08,,,,,,3
2020-10-30,US.TEAM,SELL,29,191.62,-464.63,STOP_LOSS,atr_breakout,2020-10-16,11.57,,,,,,14
2020-10-30,US.PDD,SELL,15,89.414,-71.93,STOP_LOSS,atr_breakout,2020-10-29,2.75,,,,,,1
2020-11-03,US.BKR,SELL,132,13.717141363,124.75,ACTIVE_REPLACEMENT,atr_breakout,2020-10-30,3.49,,US.ADP,56.99,OBSERVATION_EVICT,,4
2020-11-03,US.PPA,SELL,10,55.2813838,32.54,ACTIVE_REPLACEMENT,boll_mr,2020-10-29,1.07,,US.PAYX,52.02,OBSERVATION_EVICT,,5
2020-11-17,US.SLV,SELL,142,22.74,1122.83,STRAT_EXIT,atr_breakout,2020-05-14,5.33,,,,,,187
2021-01-13,US.ADP,SELL,41,146.102605259,-39.8,ATR_TRAIL,atr_breakout,2020-11-03,12.01,,,,,,71
2021-01-14,US.BE,SELL,34,36.774499999999996,-67.06,STOP_LOSS,atr_breakout,2021-01-13,2.57,,,,,,1
2021-01-19,US.AMAT,SELL,57,101.067007799,-5.76,ATR_TRAIL,atr_breakout,2021-01-14,11.52,,,,,,5
2021-01-22,US.PAYX,SELL,68,73.434663222,-4.99,ATR_TRAIL,atr_breakout,2020-11-03,9.99,,,,,,80
2021-01-25,US.PLTR,SELL,130,30.950999999999997,-215.79,STOP_LOSS,atr_breakout,2021-01-22,8.26,,,,,,3
2021-01-26,US.PLTR,SELL,116,34.418499999999995,-214.13,STOP_LOSS,atr_breakout,2021-01-25,8.2,,,,,,1
2021-01-27,US.MRVL,SELL,110,50.07851144719999,-295.44,STOP_LOSS,atr_breakout,2021-01-19,11.31,,,,,,8
2021-01-27,US.SMCI,SELL,310,3.224,-77.26,STOP_LOSS,atr_breakout,2021-01-25,2.08,,,,,,2
2021-01-27,US.DLR,SELL,33,121.034101471,-3.99,ATR_TRAIL,atr_breakout,2021-01-26,7.99,,,,,,1
2021-01-28,US.STX,SELL,109,56.486243307,-474.51,STOP_LOSS,atr_breakout,2021-01-27,12.78,,,,,,1
2021-02-01,US.WDC,SELL,28,43.318080466,23.22,ACTIVE_REPLACEMENT,atr_breakout,2021-01-29,2.4,,US.SLV,54.29,OBSERVATION_EVICT,,3
2021-02-02,US.SLV,SELL,202,24.54,-453.4,STOP_LOSS,atr_breakout,2021-02-01,10.36,,,,,,1
2021-02-12,US.DLR,SELL,43,116.229250957,-330.08,STOP_LOSS,atr_breakout,2021-01-27,10.32,,,,,,16
2021-02-12,US.SBUX,SELL,5,92.938862484,31.09,STRAT_EXIT,boll_mr,2021-01-28,0.9,,,,,,15
2021-02-23,US.PANW,SELL,82,61.331386311399996,-269.72,STOP_LOSS,atr_breakout,2021-02-02,10.32,,,,,,21
2021-02-23,US.IDXX,SELL,9,516.876,-249.49,STOP_LOSS,atr_breakout,2021-02-12,9.55,,,,,,11
2021-02-26,US.HON,SELL,31,186.769145685,-201.89,STRAT_EXIT,atr_breakout,2021-02-24,11.78,,,,,,2
2021-02-26,US.GE,SELL,76,60.497634421799994,-246.59,STOP_LOSS,atr_breakout,2021-02-24,9.44,,,,,,2
2021-03-02,US.RKLB,SELL,408,13.14,-335.84,STOP_LOSS,atr_breakout,2021-03-01,11.05,,,,,,1
2021-03-03,US.CAT,SELL,7,195.627526483,-34.95,ACTIVE_REPLACEMENT,atr_breakout,2021-02-23,2.77,,US.AA,50.6,OBSERVATION_EVICT,,8
2021-03-04,US.CCJ,SELL,37,16.069690821,-37.14,STOP_LOSS,atr_breakout,2021-03-02,1.23,,,,,,2
2021-03-04,US.AA,SELL,73,27.220315483,-157.67,STOP_LOSS,atr_breakout,2021-03-03,4.13,,,,,,1
2021-03-05,US.SBUX,SELL,13,93.245897399,-33.82,STRAT_EXIT,atr_breakout,2021-02-26,2.46,,,,,,7
2021-03-11,US.ORLY,SELL,19,31.623333491,10.17,ACTIVE_REPLACEMENT,atr_breakout,2021-03-05,1.19,,US.FTNT,59.27,OBSERVATION_EVICT,,6
2021-03-18,US.FANG,SELL,33,60.838740425,-164.66,STOP_LOSS,atr_breakout,2021-03-04,4.18,,,,,,14
2021-03-18,US.FTNT,SELL,70,34.612,-205.0,STOP_LOSS,atr_breakout,2021-03-11,5.05,,,,,,7
2021-03-31,US.EMR,SELL,25,81.163015119,-20.47,STRAT_EXIT,atr_breakout,2021-03-05,4.08,,,,,,26
2021-04-13,US.AMAT,SELL,20,127.865578448,-2.56,ATR_TRAIL,atr_breakout,2021-03-31,5.11,,,,,,13
2021-05-03,US.OKTA,SELL,10,255.92,-96.56,ATR_TRAIL,atr_breakout,2021-04-13,5.21,,,,,,20
2021-05-10,US.TTD,SELL,51,48.96,1199.22,ATR_TRAIL,atr_breakout,2020-04-23,3.79,,,,,,382
2021-05-13,US.COPX,SELL,99,37.128675712,-275.63,STOP_LOSS,atr_breakout,2021-05-10,7.62,,,,,,3
2021-05-17,US.GILD,SELL,20,56.954248886,1.5,ACTIVE_REPLACEMENT,atr_breakout,2021-05-13,2.28,,US.STX,42.12,OBSERVATION_EVICT,,4
2021-05-19,US.STX,SELL,58,85.3007984235,-265.34,STOP_LOSS,atr_breakout,2021-05-17,10.16,,,,,,2
2021-05-27,US.LMT,SELL,6,336.264639788,148.71,STRAT_EXIT,atr_breakout,2021-03-18,3.88,,,,,,70
2021-05-27,US.INTU,SELL,6,417.975365595,-20.85,STRAT_EXIT,atr_breakout,2021-05-20,5.03,,,,,,7
2021-05-28,US.COST,SELL,7,358.374238725,-9.47,ATR_TRAIL,atr_breakout,2021-05-03,5.02,,,,,,25
2021-06-03,US.TSM,SELL,42,107.370527497,1725.08,STRAT_EXIT,atr_breakout,2020-07-24,7.29,,,,,,314
2021-06-03,US.META,SELL,6,323.20179376,211.76,STRAT_EXIT,atr_breakout,2021-03-19,3.66,,,,,,76
2021-06-03,US.HWM,SELL,127,34.324400754,-85.71,STRAT_EXIT,atr_breakout,2021-05-27,8.8,,,,,,7
2021-06-04,US.GE,SELL,80,67.808873487,-156.97,STRAT_EXIT,atr_breakout,2021-05-27,11.0,,,,,,8
2021-06-09,US.AMD,SELL,306,79.96,21065.05,STRAT_EXIT,atr_breakout,2018-04-26,27.85,,,,,,1140
2021-06-14,US.CIEN,SELL,87,58.2,-20.72,ATR_TRAIL,atr_breakout,2021-06-03,10.14,,,,,,11
2021-06-22,US.TSEM,SELL,234,27.24,1481.87,STRAT_EXIT,atr_breakout,2020-10-26,11.26,,,,,,239
2021-06-22,US.IONQ,SELL,642,10.069999999999999,-346.72,STOP_LOSS,atr_breakout,2021-06-09,13.27,,,,,,13
2021-06-24,US.EQIX,SELL,8,704.280450826,-5.63,ATR_TRAIL,atr_breakout,2021-06-03,11.27,,,,,,21
2021-07-15,US.CTAS,SELL,107,88.094253165,-146.04,ATR_TRAIL,atr_breakout,2021-06-22,18.99,,,,,,23
2021-07-19,US.HON,SELL,46,204.620918255,-530.01,STOP_LOSS,atr_breakout,2021-07-15,19.35,,,,,,4
2021-07-23,US.QUBT,SELL,782,8.59,-405.54,STOP_LOSS,atr_breakout,2021-07-20,13.83,,,,,,3
2021-07-30,US.MELI,SELL,4,1568.7,3297.01,STRAT_EXIT,atr_breakout,2020-05-06,9.25,,,,,,450
2021-08-10,US.CPRT,SELL,256,35.8325,-16.85,ATR_TRAIL,atr_breakout,2021-07-20,18.35,,,,,,21
2021-08-12,US.KLAC,SELL,300,31.227152402,-569.73,STOP_LOSS,atr_breakout,2021-07-30,19.3,,,,,,13
2021-08-16,US.SCCO,SELL,180,49.514034265,1746.82,STRAT_EXIT,atr_breakout,2020-11-02,16.07,,,,,,287
2021-09-01,US.ADP,SELL,50,184.48420292045,-494.71,STOP_LOSS,atr_breakout,2021-08-10,18.93,,,,,,22
2021-09-09,US.EQIX,SELL,12,777.252390257,-165.18,STRAT_EXIT,atr_breakout,2021-09-01,18.81,,,,,,8
2021-09-10,US.RKLB,SELL,342,18.69,-700.65,STOP_LOSS,atr_breakout,2021-09-09,13.48,,,,,,1
2021-09-14,US.NFLX,SELL,163,57.776,-79.67,ATR_TRAIL,atr_breakout,2021-09-01,18.91,,,,,,13
2021-09-17,US.CCJ,SELL,386,22.183482227,-759.62,STOP_LOSS,atr_breakout,2021-09-10,17.88,,,,,,7
2021-09-20,US.STM,SELL,209,42.4011575471,-475.27,STOP_LOSS,atr_breakout,2021-09-14,18.19,,,,,,6
2021-09-20,US.FANG,SELL,30,64.21489525195,-103.32,STOP_LOSS,atr_breakout,2021-09-17,3.95,,,,,,3
2021-09-28,US.ORLY,SELL,241,40.870666871,-125.53,STRAT_EXIT,atr_breakout,2021-09-22,19.82,,,,,,6
2021-09-29,US.PLTR,SELL,390,24.52,-153.86,ATR_TRAIL,atr_breakout,2021-08-12,19.27,,,,,,48
2021-09-29,US.ONDS,SELL,809,9.04,-476.53,STOP_LOSS,atr_breakout,2021-09-28,15.1,,,,,,1
2021-10-04,US.ADBE,SELL,15,556.95,-8.35,ATR_TRAIL,atr_breakout,2021-06-14,16.71,,,,,,112
2021-10-04,US.IDXX,SELL,1,598.0724999999999,-32.08,STOP_LOSS,boll_mr,2021-09-29,1.23,,,,,,5
2021-10-13,US.RTX,SELL,30,79.951082614,-2.4,ATR_TRAIL,atr_breakout,2021-10-05,4.8,,,,,,8
2021-10-21,US.NFLX,SELL,156,63.480999999,-9.9,ATR_TRAIL,atr_breakout,2021-10-05,19.81,,,,,,16
2021-10-27,US.DXCM,SELL,157,139.635,19243.15,STRAT_EXIT,atr_breakout,2018-03-21,24.58,,,,,,1316
2021-10-28,US.ORLY,SELL,226,41.653333541,-588.73,STOP_LOSS,atr_breakout,2021-10-21,19.41,,,,,,7
2021-11-01,US.GOOG,SELL,68,142.517458372,-188.55,STRAT_EXIT,atr_breakout,2021-10-27,19.56,,,,,,5
2021-11-24,US.STM,SELL,215,46.503076539,-10.0,ATR_TRAIL,atr_breakout,2021-10-28,20.0,,,,,,27
2021-12-01,US.TTWO,SELL,15,160.35,-27.46,ATR_TRAIL,atr_breakout,2021-10-05,4.84,,,,,,57
2021-12-02,US.COST,SELL,18,496.5046397987,-479.31,STOP_LOSS,atr_breakout,2021-11-24,18.34,,,,,,8
2021-12-16,US.MRVL,SELL,121,82.149664304,-9.94,ATR_TRAIL,atr_breakout,2021-12-03,19.88,,,,,,13
2021-12-17,US.PAYX,SELL,27,107.764640019,216.82,STRAT_EXIT,atr_breakout,2021-10-01,5.6,,,,,,77
2021-12-20,US.FANG,SELL,35,80.881200482,-2.83,ATR_TRAIL,atr_breakout,2021-10-01,5.66,,,,,,80
2022-01-19,US.TSEM,SELL,80,37.45,-12.6,ATR_TRAIL,atr_breakout,2021-12-02,6.0,,,,,,48
2022-01-20,US.QQQ,SELL,64,351.389325632,10127.18,MA200_BREAK,core_etf,2020-04-08,34.83,,,,,,652
2022-01-20,US.GILD,SELL,155,57.647714022,-601.91,STOP_LOSS,atr_breakout,2021-12-16,18.46,,,,,,35
2022-01-21,US.ON,SELL,181,54.73,-56.97,ATR_TRAIL,atr_breakout,2021-11-01,19.86,,,,,,81
2022-01-24,US.RGTI,SELL,1014,9.86,-10.0,ATR_TRAIL,atr_breakout,2021-10-06,20.0,,,,,,110
2022-01-24,US.ADI,SELL,11,140.360652611,-82.81,STOP_LOSS,boll_mr,2022-01-21,3.17,,,,,,3
2022-01-25,US.SLV,SELL,447,22.02,-166.29,STRAT_EXIT,atr_breakout,2022-01-19,19.84,,,,,,6
2022-01-28,US.MDLZ,SELL,68,57.52575082115,-209.79,STOP_LOSS,atr_breakout,2022-01-21,8.03,,,,,,7
2022-02-02,US.VRTX,SELL,18,245.66,-4.42,ATR_TRAIL,atr_breakout,2022-02-01,8.84,,,,,,1
2022-02-03,US.QQQ,SELL,35,343.452659729,-419.01,MA200_BREAK,core_etf,2022-02-01,24.45,,,,,,2
2022-02-04,US.VRTX,SELL,39,240.89149999999998,-503.86,STOP_LOSS,atr_breakout,2022-02-02,19.28,,,,,,2
2022-02-10,US.LMT,SELL,29,342.068512937,-54.7,ATR_TRAIL,atr_breakout,2022-01-25,19.88,,,,,,16
2022-02-11,US.DDOG,SELL,43,165.86999999999998,-382.52,STOP_LOSS,atr_breakout,2022-02-10,14.64,,,,,,1
2022-02-14,US.SYM,SELL,183,9.86,7.35,STRAT_EXIT,boll_mr,2022-01-25,3.6,,,,,,20
2022-02-15,US.BKR,SELL,378,25.12233778075,-509.3,STOP_LOSS,atr_breakout,2022-02-11,19.49,,,,,,4
2022-02-16,US.TTWO,SELL,57,166.09,-517.34,STOP_LOSS,atr_breakout,2022-02-04,19.44,,,,,,12
2022-02-22,US.COHR,SELL,135,70.091,-507.48,STOP_LOSS,atr_breakout,2022-02-16,19.42,,,,,,6
2022-02-23,US.TMUS,SELL,86,115.501183281,-9.93,ATR_TRAIL,atr_breakout,2022-02-03,19.87,,,,,,20
2022-02-24,US.INTU,SELL,11,446.819931567,-4.92,ATR_TRAIL,atr_breakout,2021-06-04,9.83,,,,,,265
2022-02-24,US.EXC,SELL,274,34.65173118355,-509.21,STOP_LOSS,atr_breakout,2022-02-02,19.49,,,,,,22
2022-02-24,US.AA,SELL,144,66.763375656,-9.61,ATR_TRAIL,atr_breakout,2022-02-08,19.23,,,,,,16
2022-02-24,US.SLV,SELL,144,22.31,-3.21,ATR_TRAIL,atr_breakout,2022-02-22,6.43,,,,,,2
2022-03-07,US.PANW,SELL,105,88.917443616,-643.53,STOP_LOSS,atr_breakout,2022-02-25,19.31,,,,,,10
2022-03-07,US.RTX,SELL,111,89.435190098,-9.93,ATR_TRAIL,atr_breakout,2022-02-25,19.85,,,,,,10
2022-03-07,US.PPA,SELL,138,74.521963014,325.01,STRAT_EXIT,atr_breakout,2022-02-25,20.23,,,,,,10
2022-03-09,US.BKR,SELL,316,29.9847257381,-508.17,STOP_LOSS,atr_breakout,2022-03-07,19.45,,,,,,2
2022-03-10,US.ASTS,SELL,584,9.290999999999999,-291.0,STOP_LOSS,atr_breakout,2022-03-09,11.14,,,,,,1
2022-03-14,US.GDX,SELL,274,34.59628820695,-508.39,STOP_LOSS,atr_breakout,2022-03-07,19.46,,,,,,7
2022-03-15,US.GLD,SELL,19,178.29,-3.39,ATR_TRAIL,atr_breakout,2022-02-23,6.78,,,,,,20
2022-03-15,US.BKR,SELL,292,31.644544248,-743.26,STOP_LOSS,atr_breakout,2022-03-11,19.21,,,,,,4
2022-03-17,US.VRSK,SELL,8,189.755478494,-1.52,ATR_TRAIL,atr_breakout,2022-03-16,3.04,,,,,,1
2022-03-18,US.VRSK,SELL,36,196.532806642,-7.08,ATR_TRAIL,atr_breakout,2022-03-17,14.15,,,,,,1
2022-03-21,US.ORLY,SELL,39,45.698000228,-28.74,STRAT_EXIT,atr_breakout,2022-03-15,3.59,,,,,,6
2022-03-21,US.CTAS,SELL,64,93.529801879,-5.99,ATR_TRAIL,atr_breakout,2022-03-16,11.97,,,,,,5
2022-03-22,US.TXN,SELL,10,161.11679127,51.58,ACTIVE_REPLACEMENT,atr_breakout,2022-03-16,3.17,,US.TSLA,55.65,OBSERVATION_EVICT,,6
2022-03-28,US.CCJ,SELL,149,27.535696388649995,-220.04,STOP_LOSS,atr_breakout,2022-03-21,8.42,,,,,,7
2022-04-11,US.EMR,SELL,16,85.589536327,-75.15,STOP_LOSS,atr_breakout,2022-03-21,2.81,,,,,,21
2022-04-11,US.TSLA,SELL,14,325.3067469,-88.79,ATR_TRAIL,atr_breakout,2022-03-22,9.19,Sideways,,,,,20
2022-04-11,US.CTAS,SELL,64,100.471288473,-86.88,ATR_TRAIL,atr_breakout,2022-03-28,12.94,,,,,,14
2022-04-19,US.GLD,SELL,8,181.82,-17.05,STRAT_EXIT,atr_breakout,2022-04-12,2.92,,,,,,7
2022-04-22,US.CAT,SELL,7,201.875828798,-42.85,ATR_TRAIL,atr_breakout,2022-03-21,2.87,,,,,,32
2022-04-26,US.VRSK,SELL,35,202.193526284,-7.08,ATR_TRAIL,atr_breakout,2022-03-18,14.15,,,,,,39
2022-04-27,US.MDLZ,SELL,113,57.052270987,-123.21,STRAT_EXIT,atr_breakout,2022-04-19,13.01,,,,,,8
2022-04-29,US.REGN,SELL,2,651.032841567,-1.3,ATR_TRAIL,atr_breakout,2022-03-14,2.6,,,,,,46
2022-04-29,US.ROST,SELL,56,95.171181356,-5.33,ATR_TRAIL,atr_breakout,2022-04-11,10.66,,,,,,18
2022-05-02,US.AEP,SELL,119,83.358172925,-9.92,ATR_TRAIL,atr_breakout,2022-03-07,19.84,,,,,,56
2022-05-09,US.VRTX,SELL,6,235.02,-82.41,STOP_LOSS,atr_breakout,2022-03-16,2.9,,,,,,54
2022-05-10,US.RSP,SELL,4,132.0650444109,-28.33,STOP_LOSS,boll_mr,2022-04-27,1.08,,,,,,13
2022-05-27,US.AMGN,SELL,8,225.298114948,14.08,ACTIVE_REPLACEMENT,atr_breakout,2022-05-25,3.59,,US.CEG,58.67,OBSERVATION_EVICT,,2
2022-05-27,US.GILD,SELL,36,55.791002124,-8.52,ACTIVE_REPLACEMENT,atr_breakout,2022-05-25,4.02,,US.KLAC,56.77,OBSERVATION_EVICT,,2
2022-05-31,US.LMT,SELL,27,395.745483402,862.06,STRAT_EXIT,atr_breakout,2022-02-25,20.5,,,,,,95
2022-05-31,US.CEG,SELL,85,60.196642971,-377.66,STOP_LOSS,atr_breakout,2022-05-27,10.61,,,,,,4
2022-06-01,US.REGN,SELL,3,650.9594477577999,-104.74,STOP_LOSS,atr_breakout,2022-05-25,4.01,,,,,,7
2022-06-01,US.NXPI,SELL,35,168.90611363074999,-317.05,STOP_LOSS,atr_breakout,2022-05-26,12.13,,,,,,6
2022-06-01,US.KLAC,SELL,154,33.924441594,-280.19,STOP_LOSS,atr_breakout,2022-05-27,10.72,,,,,,5
2022-06-02,US.AMGN,SELL,7,215.27417586085,-80.82,STOP_LOSS,atr_breakout,2022-05-31,3.09,,,,,,2
2022-06-03,US.CMCSA,SELL,46,34.686207994,-46.2,STRAT_EXIT,atr_breakout,2022-05-26,3.24,,,,,,8
2022-06-07,US.TSEM,SELL,208,47.88,158.52,STRAT_EXIT,atr_breakout,2022-02-15,19.75,,,,,,112
2022-06-07,US.AMD,SELL,40,103.1605,-221.31,STOP_LOSS,atr_breakout,2022-06-02,8.47,,,,,,5
2022-06-08,US.LIN,SELL,20,307.986276629,-92.01,STRAT_EXIT,atr_breakout,2022-06-02,12.41,,,,,,6
2022-06-09,US.PCAR,SELL,39,50.403399689,-13.35,STRAT_EXIT,atr_breakout,2022-06-01,3.94,,,,,,8
2022-06-09,US.RTX,SELL,94,89.290977802,-278.17,STRAT_EXIT,atr_breakout,2022-06-07,17.06,,,,,,2
2022-06-09,US.URA,SELL,276,19.4419314785,-287.79,STOP_LOSS,atr_breakout,2022-06-07,11.01,,,,,,2
2022-06-09,US.SYM,SELL,244,11.62,-2064.64,STOP_LOSS,atr_breakout,2022-06-08,7.73,,,,,,1
2022-06-10,US.BKR,SELL,50,31.98485695505,-85.77,STOP_LOSS,atr_breakout,2022-05-26,3.28,,,,,,15
2022-06-10,US.CRDO,SELL,308,12.293,-203.06,STOP_LOSS,atr_breakout,2022-06-02,7.77,,,,,,8
2022-06-13,US.FANG,SELL,44,123.07814955,-5.42,ATR_TRAIL,atr_breakout,2022-05-26,10.83,,,,,,18
2022-06-13,US.EA,SELL,11,126.08532968,-106.22,STOP_LOSS,atr_breakout,2022-05-26,2.88,,,,,,18
2022-06-15,US.QUBT,SELL,672,2.505,-1.68,ATR_TRAIL,atr_breakout,2022-06-03,3.37,,,,,,12
2022-06-24,US.VRTX,SELL,27,283.5,-7.65,ATR_TRAIL,atr_breakout,2022-06-23,15.31,,,,,,1
2022-06-27,US.PLTR,SELL,392,9.62,-227.21,STOP_LOSS,atr_breakout,2022-06-24,7.77,,,,,,3
2022-06-28,US.VRTX,SELL,26,276.17,-433.06,STOP_LOSS,atr_breakout,2022-06-24,14.79,,,,,,4
2022-06-28,US.CRWD,SELL,40,43.5475,-109.74,STOP_LOSS,atr_breakout,2022-06-24,3.59,,,,,,4
2022-06-28,US.TEAM,SELL,8,192.6,-103.3,STOP_LOSS,atr_breakout,2022-06-24,3.18,,,,,,4
2022-07-05,US.SNOW,SELL,15,143.11,-2.15,ATR_TRAIL,atr_breakout,2022-06-23,4.29,,,,,,12
2022-07-11,US.MDLZ,SELL,36,55.792034809,-36.19,STRAT_EXIT,atr_breakout,2022-07-01,4.05,,,,,,10
2022-07-11,US.DXCM,SELL,65,77.824,-271.3,STOP_LOSS,atr_breakout,2022-07-07,10.38,,,,,,4
2022-07-12,US.PEP,SELL,14,148.6481778,-0.73,STRAT_EXIT,atr_breakout,2022-07-01,4.16,,,,,,11
2022-07-12,US.TEAM,SELL,7,192.67,-149.05,STOP_LOSS,atr_breakout,2022-07-07,2.85,,,,,,5
2022-07-13,US.VRSK,SELL,39,169.963008051,-136.01,STRAT_EXIT,atr_breakout,2022-07-06,13.39,,,,,,7
2022-07-13,US.COST,SELL,3,469.432622432,-2.64,STRAT_EXIT,atr_breakout,2022-07-06,2.82,,,,,,7
2022-07-18,US.CTAS,SELL,16,91.314438099,-33.08,STRAT_EXIT,atr_breakout,2022-07-14,2.95,,,,,,4
2022-07-22,US.MNST,SELL,196,47.29,-9.27,ATR_TRAIL,atr_breakout,2022-06-24,18.54,,,,,,28
2022-07-22,US.QBTS,SELL,888,9.98,-8.86,ATR_TRAIL,atr_breakout,2022-07-14,17.72,,,,,,8
2022-07-26,US.COST,SELL,11,488.230145873,-5.48,ATR_TRAIL,atr_breakout,2022-07-14,10.74,,,,,,12
2022-07-27,US.CMCSA,SELL,44,35.27812875,26.01,ACTIVE_REPLACEMENT,atr_breakout,2022-07-22,3.08,,US.SNPS,51.55,OBSERVATION_EVICT,,5
2022-07-27,US.VRT,SELL,148,10.454314111,-17.76,ACTIVE_REPLACEMENT,atr_breakout,2022-07-22,3.11,,US.CRDO,48.68,OBSERVATION_EVICT,,5
2022-07-28,US.PDD,SELL,35,50.35,-1.76,ATR_TRAIL,atr_breakout,2022-05-31,3.52,,,,,,58
2022-07-28,US.QBTS,SELL,563,8.72,-725.55,STOP_LOSS,atr_breakout,2022-07-22,10.54,,,,,,6
2022-07-28,US.CRDO,SELL,287,13.89,-3.99,ATR_TRAIL,atr_breakout,2022-07-27,7.97,,,,,,1
2022-07-29,US.QCOM,SELL,48,129.672566538,-6.22,ATR_TRAIL,atr_breakout,2022-07-14,12.45,,,,,,15
2022-08-04,US.EQIX,SELL,9,642.061843852,-124.42,STRAT_EXIT,atr_breakout,2022-07-28,11.68,,,,,,7
2022-08-05,US.VRT,SELL,354,12.457061999899999,-236.5,STOP_LOSS,atr_breakout,2022-08-04,9.05,,,,,,1
2022-08-08,US.MU,SELL,74,60.279051569,-10.27,ATR_TRAIL,atr_breakout,2022-07-15,8.93,,,,,,24
2022-08-09,US.TSLA,SELL,18,282.289677075,-272.51,STOP_LOSS,atr_breakout,2022-07-29,10.43,Sideways,,,,,11
2022-08-10,US.VRTX,SELL,4,295.77,-13.42,ACTIVE_REPLACEMENT,atr_breakout,2022-08-09,2.38,,US.TTD,51.4,OBSERVATION_EVICT,,1
2022-08-17,US.TTD,SELL,53,70.17,-219.43,STOP_LOSS,atr_breakout,2022-08-10,7.65,,,,,,7
2022-08-17,US.GLD,SELL,4,164.35,7.82,STRAT_EXIT,boll_mr,2022-07-07,1.31,,,,,,41
2022-08-19,US.TEAM,SELL,17,268.59,-4.57,ATR_TRAIL,atr_breakout,2022-08-05,9.13,,,,,,14
2022-08-19,US.WDAY,SELL,27,166.8,-4.5,ATR_TRAIL,atr_breakout,2022-08-08,9.01,,,,,,11
2022-08-24,US.CSCO,SELL,135,42.1138902771,-304.92,STOP_LOSS,atr_breakout,2022-08-18,11.67,,,,,,6
2022-08-25,US.AAPL,SELL,8,166.915491967,-36.83,ACTIVE_REPLACEMENT,atr_breakout,2022-08-17,2.71,Sideways,US.SNOW,50.8,OBSERVATION_EVICT,,8
2022-08-26,US.SNPS,SELL,18,353.54,-6.36,ATR_TRAIL,atr_breakout,2022-07-27,12.73,,,,,,30
2022-08-29,US.ADI,SELL,45,145.809937426,-92.11,ATR_TRAIL,atr_breakout,2022-07-15,13.21,,,,,,45
2022-08-29,US.URA,SELL,237,19.64835585,-4.66,ATR_TRAIL,atr_breakout,2022-08-24,9.31,,,,,,5
2022-08-29,US.SNOW,SELL,21,186.43,-210.77,STOP_LOSS,atr_breakout,2022-08-25,8.04,,,,,,4
2022-08-29,US.CCJ,SELL,48,26.746953391,-1.28,ATR_TRAIL,atr_breakout,2022-08-24,2.57,,,,,,5
2022-08-30,US.SCCO,SELL,106,38.938636148,-336.65,STOP_LOSS,atr_breakout,2022-08-26,8.59,,,,,,4
2022-09-01,US.GE,SELL,164,43.614825927,-7.15,ATR_TRAIL,atr_breakout,2022-07-26,14.31,,,,,,37
2022-09-01,US.ANET,SELL,235,28.8325,-6.78,ATR_TRAIL,atr_breakout,2022-07-28,13.55,,,,,,35
2022-09-01,US.PANW,SELL,66,90.171514401,-319.18,STOP_LOSS,atr_breakout,2022-08-23,12.22,,,,,,9
2022-09-01,US.URA,SELL,240,19.40427960695,-249.76,STOP_LOSS,atr_breakout,2022-08-29,9.56,,,,,,3
2022-09-07,US.PDD,SELL,22,66.04,-1.45,ATR_TRAIL,atr_breakout,2022-08-29,2.91,,,,,,9
2022-09-13,US.FTNT,SELL,124,51.87,-498.71,STOP_LOSS,atr_breakout,2022-09-12,13.36,,,,,,1
2022-09-13,US.ZS,SELL,24,181.22,-301.47,STOP_LOSS,atr_breakout,2022-09-12,9.0,,,,,,1
2022-09-13,US.ROST,SELL,13,86.394784533,-65.12,STOP_LOSS,atr_breakout,2022-09-12,2.31,,,,,,1
2022-09-14,US.MNST,SELL,27,44.441,-64.35,STOP_LOSS,atr_breakout,2022-09-12,2.46,,,,,,2
2022-09-16,US.CCJ,SELL,175,27.41339913805,-257.29,STOP_LOSS,atr_breakout,2022-08-29,9.85,,,,,,18
2022-09-19,US.ASTS,SELL,168,8.29,-1.39,ATR_TRAIL,atr_breakout,2022-08-09,2.79,,,,,,41
2022-09-19,US.CEG,SELL,75,83.336399394,-6.25,ATR_TRAIL,atr_breakout,2022-09-08,12.5,,,,,,11
2022-09-20,US.SBUX,SELL,81,82.916230713,-148.01,STRAT_EXIT,atr_breakout,2022-09-14,13.57,,,,,,6
2022-09-21,US.GILD,SELL,130,55.982663561,-436.76,STOP_LOSS,atr_breakout,2022-09-12,14.98,,,,,,9
2022-10-03,US.REGN,SELL,10,703.043265253,-7.03,ATR_TRAIL,atr_breakout,2022-09-08,14.06,,,,,,25
2022-10-07,US.ORLY,SELL,146,47.384666903,509.14,STRAT_EXIT,atr_breakout,2022-07-06,13.32,,,,,,93
2022-10-07,US.SLV,SELL,456,18.5,-282.04,STRAT_EXIT,atr_breakout,2022-10-03,17.15,,,,,,4
2022-10-07,US.VRTX,SELL,6,295.23,-14.97,STRAT_EXIT,atr_breakout,2022-10-03,3.56,,,,,,4
2022-10-07,US.PCAR,SELL,35,50.384778642,-66.73,STRAT_EXIT,atr_breakout,2022-10-05,3.59,,,,,,2
2022-10-11,US.FN,SELL,57,100.56,-392.76,STOP_LOSS,atr_breakout,2022-10-06,11.85,,,,,,5
